Title,Director,Cast,Genre,Year
Rajaputra Rahasyam,S. D. Lal,"N. T. Rama Rao, Jaya Prada",Fantasy/Adventure,1978
Rama Krishnulu,V. B. Rajendra Prasad,"Akkineni Nageswara Rao, N. T. Rama Rao, Jaya Prada, Jayasudha",Action drama,1978
Ramachilaka,Singeetham Srinivasa Rao,"Chandra Mohan, Vanisri, Ranganath, Fatafat Jayalakshmi",Romance,1978
Rickshaw Raji,D. S. Prakash Rao,"Jayachitra, Chandra Mohan, Roja Ramani",Drama,1978
Rowdy Rangamma,Vijaya Nirmala,"Vijaya Nirmala, Savitri, Chandra Mohan",Drama,1978
Sahasavanthudu,K. Bapaiah,"N. T. Rama Rao, Vanisri, Pandari Bai, Gummadi",Action,1978
Sati Savitri,B. Subba Rao,"N. T. Rama Rao, Krishnam Raju, Vanisri",Mythology,1978
Seetamalakshmi,K. Viswanath,"Chandra Mohan, Talluri Rameshwari, Sreedhar, Tulasi",Drama,1978
Simha Baludu,K. Raghavendra Rao,"N. T. Rama Rao, Vanisri, Jayamalini",Action,1978
Simha Garjana,Kommineni,"Krishna, Anjali Devi, Latha, Mohan Babu",Action,1978
Sivaranjani,Dasari Narayana Rao,"Jayasudha, Mohan Babu, Murali Mohan, Allu Ramalingaiah",Drama,1978
Sommokadidi Sokokadidi,Singeetam Srinivasa Rao,"Kamal Haasan, Jayasudha, Roja Ramani",,1978
Sri Rama Pattabhishekam,N. T. Rama Rao,"N. T. Rama Rao, Jamuna, Sangeeta, Kanchana, M. Prabhakar Reddy",Mythological,1978
Sri Rama Raksha,Tatineni Rama Rao,"Akkineni Nageswara Rao, Vanisri, Jayasudha, Jaggayya, Giribabu",Drama,1978
Sri Renukadevi Mahatyam,C. S. Rao,"B. Saroja Devi, Gummadi, Anjali Devi",Devotional,1978
Surya Chandrulu,V. C. Guhanathan,"Chandra Mohan, Vijaya Nirmala",Drama,1978
Vayasu Pilichindi,C. V. Sridhar,"Kamal Haasan, Rajinikanth, Sripriya, Jayachitra",Romance,1978
Vichitra Jeevitham,V. Madhusudhan Rao,"Akkineni Nageswara Rao, Vanisri",,1978
Yuga Purushudu,K. Bapayya,"N. T. Rama Rao, Jaya Prada",Action,1978
Akbar Salim Anarkali,N. T. Rama Rao,"N. T. Rama Rao, Nandamuri Balakrishna, Deepa, Jamuna",unknown,1979
Andamaina Anubhavam,K. Balachandar,"Rajinikanth, Kamal Haasan, Jaya Prada, Jayasudha",unknown,1979
Andaman Ammayi,V. Madhusudhan Rao,"Akkineni Nageswara Rao, Vanisri",unknown,1979
Bangaru Chellelu,B. Subba Rao,"Sobhan Babu, Jayasudha, Sridevi, Murali Mohan",unknown,1979
Burripalem Bullodu,Bheeram Mastan Rao,"Krishna, Sridevi, Pandari Bai",unknown,1979
Dharma Yuddham,R. C. Sakthi,"Rajinikanth, Sridevi",unknown,1979
Driver Ramudu,K. Raghavendra Rao,"N. T. Rama Rao, Jayasudha, Kaikala Satyanarayana, Jayamalini",unknown,1979
Gorintaku,Dasari Narayana Rao,"Shoban Babu, Sujatha",unknown,1979
Guppedu Manasu,K. Balachandar,"Sarath Babu, Saritha, Sujatha",unknown,1979
Hema Hemeelu,Vijaya Nirmala,"ANR, Krishna, Vijaya Nirmala",unknown,1979
I Love You,Vayu Nandana Rao,"Chiranjeevi, Suvarna, Prasad Babu",unknown,1979
Iddaru Asadhyule,K. S. R. Das,"Krishna, Rajinikanth, Madhavi, Geetha",unknown,1979
Idi Katha Kaadu,K. Balachandar,"Kamal Haasan, Jayasudha, Saritha, Chiranjeevi, Sarath Babu, Rama Prabha",unknown,1979
Joodagadu,V. Madhusudhan Rao,"Sobhan Babu, Jayasudha",unknown,1979
Kalyani,Dasari Narayana Rao,"Jayasudha, Murali Mohan, Mohan Babu",unknown,1979
Kaliyuga Mahabharatam,V. Hanuman Prasad,"Narasimha Raju, Madhavi, Nutan Prasad",unknown,1979
Karthika Deepam,Lakshmi Deepak,"Sobhan Babu, Sridevi, Saradha, Geetha, Leelavathi",unknown,1979
Korikale Gurralaite,Dasari Narayana Rao,"Murali Mohan, Chandra Mohan, Fatafat Jayalakshmi, Prabha",unknown,1979
Kothala Raayudu,K. Vasu,"Chiranjeevi, Madhavi",unknown,1979
Kotta Alludu,P. Sambasiva Rao,"Krishna, Jaya Prada, Chiranjeevi, Hema Choudhary, Mohan Babu",unknown,1979
Kukka Katuku Cheppu Debba,Eeranki Sharma,"Chiranjeevi, Madhavi",unknown,1979
Maavari Manchitanam,B. A. Subba Rao,"NTR, Vanisri",unknown,1979
Mande Gundelu,K. Bapaiah,"Krishna,Shoban Babu, Chandra Mohan, Jayaprada,Jayasudha, Anjali Devi",unknown,1979
Muddula Koduku,V. B. Rajendra Prasad,"ANR, Sridevi, Jayasudha",unknown,1979
Naa Illu Naa Vallu,Raja Chandra,"Giribabu, Gummadi, Sreedhar, Murali Mohan,Nutan Prasad, Rama Prabha",unknown,1979
Nagna Sathyam,U. Viswesar Rao,"Ramprasad, Krishnaveni",unknown,1979
Needa,Dasari Narayana Rao,"Ramesh Babu, Master Mahesh",unknown,1979
Nimajjanam,B. S. Narayana,"Sharada, Chakrapani",unknown,1979
Nindu Noorellu,K. Raghavendra Rao,"Mohan Babu, Jayasudha, Chandra Mohan",unknown,1979
Pancha Bhoothalu,P. C. Reddy,,unknown,1979
Punadhirallu,Rajkumar,"Chiranjeevi, Roja Ramani, Savitri, Narasimharaju",unknown,1979
Rama Banam,Y. Eshwara Reddy,"Sobhan Babu, Krishnam Raju, Mohan Babu, Jayaprada, Jamuna,Latha",unknown,1979
Rangoon Rowdy,Dasari Narayana Rao,"Krishnam Raju, Jaya Prada, Mohan Babu, Deepa",unknown,1979
Ravanude Ramudayithe?,Dasari Narayana Rao,"ANR, Murali Mohan, Mohan Babu, Latha, Jayachitra",unknown,1979
Shri Rama Bantu,S. D. Lal,"Chiranjeevi, Geetha, Mohan Babu",unknown,1979
Sri Madvirata Parvam,N. T. Rama Rao,"N. T. Rama Rao, Nandamuri Balakrishna, Vanisri",unknown,1979
Sri Tirupati Venkateswara Kalyanam,N. T. Rama Rao,"NTR, Jaya Prada, Jayasudha",unknown,1979
Srungara Ramudu,K. Shankar,"N. T. Rama Rao, Latha, Sarath Babu",unknown,1979
Tayaramma Bangarayya,Kommineni Seshagiri Rao,"Sowkar Janaki, Chiranjeevi, Madhavi, Kaikala Satyanarayana, Chandra Mohan, Ranganath, Sangeetha",unknown,1979
Tiger,Nandamuri Ramesh,"N. T. Rama Rao, Rajinikanth, Radha Saluja, Subhashini",unknown,1979
Toorpu Velle Railu,Bapu,"Jyothi, Mohan",unknown,1979
Vetagaadu,K. Raghavendra Rao,"N. T. Rama Rao, Sridevi, Rao Gopala Rao, Kaikala Satyanarayana, Allu Ramalingaiah, Pandari Bai",unknown,1979
Yugandhar,K. S. R. Das,"N. T. Rama Rao, Jayasudha",unknown,1979
Aarani Mantalu,K. Vasu,"Chiranjeevi, Kavitha, Subhashini",unknown,1980
Aatagadu,Rama Rao Tatineni,"N. T. Rama Rao, Sridevi, Jaggayya, Rao Gopal Rao",unknown,1980
Adadhee Gadapa Datithe,B. S. Narayana,Rajendra Prasad,unknown,1980
Adrushtavanthudu,G. C. Shekar,"Krishna Ghattamaneni, Akkineni Nageshwara Rao, Sridevi",unknown,1980
Agni Sanskaram,G. V. Prabhakar,Chiranjeevi,unknown,1980
Alayam,D. Madhusudhana,"Nagesh, Sharada",unknown,1980
Alludu Pattina Bharatam,K. Vishwanath,"Krishnam Raju, Jayapradha, Kavitha, Nagabhushanam",unknown,1980
Bhale Krishnudu,K. Raghavendra Rao,"Krishna Ghattamaneni, Jayapradha, Mohan Babu, Anjali Devi",unknown,1980
Buchi Babu,Dasari Narayana Rao,"Akkineni Nageswara Rao, Jayapradha",unknown,1980
Challenge Ramudu,T. L. V. Prasad,"N. T. Rama Rao, Jaya Prada",unknown,1980
Chandipriya,V. Madhusudhan Rao,"Chiranjeevi, Sobhan Babu, Jayapradha, Anjali Devi",unknown,1980
Chesina Baasalu,K. S. R. Das,"Sobhan Babu, Jayapradha, Murali Mohan, Madhavi",unknown,1980
Chuttalunnaru Jagratha,B. V. Prasad,"Krishna Ghattamaneni, Sridevi, Kavitha, Rao Gopal Rao",unknown,1980
Circus Ramudu,Dasari Narayana Rao,"N. T. Rama Rao, Jayapradha, Sujatha",unknown,1980
Dharma Chakram,Lakshmi Deepak,"Sobhan Babu, Jayapradha, Mohan Babu, Prabhakar Reddy, Jayamalini",unknown,1980
Gaja Donga,K. Raghavendra Rao,"N. T. Rama Rao, Sridevi, Jayasudha",unknown,1980
Gandhara Golam,Singeetham Srinivasa Rao,"Mohan Babu, Shilpa Chakravarthy",unknown,1980
Gayyali Gangamma,Beeram Mastan Rao,"Suryakantham, Chandra Mohan, Rajinikanth",unknown,1980
Guru,I. V. Sasi,"Kamal Haasan, Sridevi",unknown,1980
Harischandrudu,U. Viswesar Rao,"Prabhakar Reddy, Jayachitra, Savitri",unknown,1980
Jathara,D. Havala Satyam,"Chiranjeevi, Sreedhar, Nagabhushanam",unknown,1980
Kaali,I. V. Sasi,"Rajinikanth, Chiranjeevi, Seema, Fatafat Jayalakshmi",unknown,1980
Kaksha,V. C. Guhanathan,"Sobhan Babu, Sridevi, Murali Mohan, Jayachitra, Gummadi",unknown,1980
Kaliyuga Ravanasurudu,Bapu,"Surapaneni Sridhar, Rao Gopala Rao, Saradha, Murali Mohan, Deepa, Allu Ramalingaiah",unknown,1980
Kiladi Krishnudu,Vijaya Nirmala,"Krishna Ghattamaneni, Vijayashanti, Chandra Mohan, Pandari Bai",unknown,1980
Kodallu Vastunnaru Jagratha,Katta Subba Rao,"Sobhan Babu, Saradha, Geetha",unknown,1980
Kotha Jeevithalu,Bharatiraja,"Suhasini, Gummadi Venkateswara Rao",unknown,1980
Kottapeta Rowdy,P. Sambasiva Rao,"Krishna Ghattamaneni, Chiranjeevi, Jayapradha, Mohan Babu, Pandari Bai",unknown,1980
Love in Singapore,Baby,"Ranganath, Latha, Chiranjeevi",unknown,1980
Maa Bhoomi,Gautam Ghose,"Sai Chand, Rami Reddy",unknown,1980
Mahalakshmi,Rajachandra,"Sobhan Babu, Vanisri, Subhashini, Mohan Babu",unknown,1980
Manavude Mahaneeyudu,P. Chandrashekar Reddy,"Sobhan Babu, Mohan Babu, Sujatha",unknown,1980
Mayadari Krishnudu,R. Thyagarajan,"Rajinikanth, Rati Agnihotri, Sujatha, Sridhar",unknown,1980
Mogudu Kaavali,Katta Subba Rao,"Chiranjeevi, Gayathri, Nutan Prasad",unknown,1980
Moodu Mulla Bandham,Muthyala Subbaiah,"Sarath Babu, Rajendra Prasad, Madhavi",unknown,1980
Mosagadu,K. Raghavendra Rao,"Chiranjeevi, Sobhan Babu, Sridevi",unknown,1980
Nakili Manishi,S. D. Lal,"Chiranjeevi, Sangeeta, Suneetha, Kaikala Satyanarayana",unknown,1980
Nayakudu Vinayakudu,K. Pratyagatma,"Akkineni Nageswara Rao, Jayalalithaa",unknown,1980
Pilla Zamindar,Singeetham Srinivasa Rao,"Akkineni Nageshwara Rao, Jayasudha",unknown,1980
Prema Kanuka,K. Raghavendra Rao,"Akkineni Nageswara Rao, Sridevi, Sujatha",unknown,1980
Prema Tarangalu,S. P. Chittibabu,"Krishnam Raju, Chiranjeevi, Jayasudha, Sujatha",unknown,1980
Punnami Naagu,Rajasekhar,"Chiranjeevi, Rati Agnihotri, Narasimharaju",unknown,1980
Rakta Bandham,Aaluri Ravi,"Chiranjeevi, Suvarna",unknown,1980
Ram Robert Rahim,Vijaya Nirmala,"Rajinikanth, Krishna, Chandra Mohan",unknown,1980
Ramudu Parasuramudu,M. S. Gopinath,"Sobhan Babu, Rati Agnihotri, Latha, Pandari Bai",unknown,1980
Rowdy Ramudu Konte Krishnudu,K. Raghavendra Rao,"N. T. Rama Rao, Sridevi, Nandamuri Balakrishna, Vijayalakshmi",unknown,1980
Sankarabharanam,K. Viswanath,"J. V. Somayajulu, Chandra Mohan, Manju Bhargavi, Rajyalakshmi, Thulasi, Allu Ramalingaiah",unknown,1980
Sannayi Appanna,Lakshmi Deepak,"Sobhan Babu, Jaya Pradha, Kavitha, Allu Ramalingaiah, Nutan Prasad",unknown,1980
Sarada Ramudu,K. Vasu,"N. T. Rama Rao, Jayasudha",unknown,1980
Sardar Papa Rayudu,Dasari Narayana Rao,"N. T. Rama Rao, Sridevi, Saradha",unknown,1980
Sirimalle Navvindi,Vijaya Nirmala,"Krishna, Sujatha",unknown,1980
Sita Ramulu,Dasari Narayana Rao,"Krishnam Raju, Jayapradha, Mohan Babu",unknown,1980
Srivari Muchatlu,Dasari Narayana Rao,"Akkineni Nageswara Rao, Jayapradha, Jayasudha",unknown,1980
Subhodayam,K. Viswanath,"Chandra Mohan, Sulakshana, Manorama",unknown,1980
Superman,V. Madhusudhan Rao,"N. T. Rama Rao, Jaya Prada",unknown,1980
Thathayya Premaleelalu,B. V. Prasad,"Chiranjeevi, Geetha, Seema, Nutan Prasad, Kaikala Satyanarayana",unknown,1980
Tholi Kodi Koosindi,K. Balachander,"Sarath Babu, Saritha, Seema",unknown,1980
Yamudu,Amrutha,"Krishna Ghattamaneni, Rajani Sharma, Kaikala Satyanarayana",unknown,1980
Yedanthasthula Meda,"ANR, Sujatha, Jayasudha",,unknown,1980
Yuvatharam Kadilindi,Dhavala Satyam,"Murali Mohan, Raadhika",unknown,1980
Vamsa Vruksham,Bapu,"Anil Kapoor, Jyothi",unknown,1980
Aadavaallu Meeku Joharlu,K. Balachander,"Jayamalini, Krishnamraju, Jayasudha",,1981
Aakali Rajyam,K. Balachander,"Kamal Hassan, Sridevi, Ramana Murthi J.V.",,1981
Addala Meda,Dasari Narayana Rao,"Mohan Babu, Murali Mohan",,1981
Aggi Ravva,K. Bapaiah,"N. T. Rama Rao, Mohan Babu, Sridevi",,1981
Agni Poolu,K. Bapaiah,"Krishnamraju, Jayasudha, Jayapradha",,1981
Alludugaru Zindabad,Subba Rao Katta,"Gummadi, Sharada",,1981
Amavasya Chandrudu,Singeetam Srinivasa Rao,"Kamal Haasan, Madhavi",,1981
Antham Kadidi Aarambam,Vijaya Nirmala,"Krishna Ghattamaneni, Vijaya Nirmala",,1981
Asha Jyoti,T. Prakash Rao,"Gummadi, Murali Mohan",,1981
Bala Nagamma,K. Shankar,"Sarath Babu, Sridevi",,1981
Bhoga Bhagyalu,P. Chandrasekhara Reddy,"Gummadi, Sridevi",,1981
Bhogimanthulu,Vijaya Nirmala,"Rati Agnihotri, Anjali Devi, Krishna Ghattamaneni",,1981
Chattaniki Kallu Levu,S. A. Chandrasekhar,"Chiranjeevi, Madhavi, Lakshmi Narayan",,1981
Chinnaari Chittibaau,"Gopalakrishnan, K. Subba Rao",,,1981
Dabbu Dabbu Dabbu,Vijaya Baapineedu,"Mohan Babu, Murali Mohan, Raadhika",,1981
Devudu Mamayya,K. Vasu,"Shobhan Babu, Nagesh, Sreedhar Surapaneni",,1981
Guru Sishyulu,K. Bapayya,"ANR, Krishna, Sridevi, Sujatha",,1981
Illalu,Rama Rao Tatineni,"Shobhan Babu, Jayasudha, Satyanarayana Kaikala",,1981
Jeevitha Ratham,V. Madhusudan Rao,"Rati Agnihotri, Shobhan Babu, Anjali Devi",,1981
Kirayi Rowdylu,Kodanda Rami Reddy A.,"Chiranjeevi, Mohan Babu, Raadhika",,1981
Kondaveeti Simham,K. Raghavendra Rao,"N. T. Rama Rao, Sridevi, Jayanthi",,1981
Maha Purushudu,P. Lakshmi Deepak,"N. T. Rama Rao, Jayasudha, Sujatha",,1981
Mudda Mandaram,Jandhyala Subramanya Sastry,"Poornima, Pradeep, Annapoorna, Suthivelu",,1981
Nyayam Kavali,Kodanda Rami Reddy A.,"Raadhika, Chiranjeevi, Kongara Jaggaiah",,1981
O Amma Katha,Vasanta Sen,Sharada,,1981
Oorukichchina Maata,Balaiah M.,"Chiranjeevi, Sudhakar, Madhavi",,1981
Ooriki Monagadu,K. Raghavendra Rao,"Raogopalrao, Krishna Ghattamaneni, Jayapradha",,1981
Parvati Parameshwarulu,M. S. Koti Reddy,"Chiranjeevi, Jayanthi, Prabhakar Reddy",,1981
Patalam Pandu,,Mohan Babu,,1981
Prema Mandiram,Dasari Narayana Rao,"Akkineni Nageshwara Rao, Gummadi, Jaya Prada",,1981
Prema Natakam,Subba Rao Katta,"Sharada, Chiranjeevi, Murali Mohan",,1981
Prema Pichchi,C. V. Rajendran,"Rati Agnihotri, Deepa, Kamal Hassan",,1981
Prema Simhasanam,Dasari Narayana Rao,"N. T. Rama Rao, K. R. Vijaya, Rati Agnihotri, Manju Bhargavi",,1981
Premabhishekam,Dasari Narayana Rao,"Akkineni Nageshwara Rao, Sridevi, Jayasudha",,1981
Priya,S. P. Chitti Babu,"Chiranjeevi, Raadhika, Chandramohan",,1981
Puli Bidda,V. Madhusudan Rao,"Krishnam Raju, Anjali Devi, Sridevi",,1981
Radha Kalyanam,Bapu,"Chandramohan, Raadhika, Sarath Babu",,1981
Ragile Jwala,K. Raghavendra Rao,"Krishnam Raju, Sujatha, Jaya Prada",,1981
Amavasya Chandrudu,Singeetam Srinivasa Rao,"Kamal Haasan, Madhavi",,1981
Rani Kasula Rangamma,T. L. V. Prasad,"Chiranjeevi, Sridevi",,1981
Sandhya Ragam,A. S. Ramachandra Rao,Gummadi,,1981
Saptapadi,Kashinathuni Vishwanath,"J. V. Somayajulu, Allu Rama Lingaiah",,1981
Satyabhama,K. Raghavendra Rao,"Chandramohan, Jayasudha",,1981
Satyam Shivam,K. Raghavendra Rao,"N. T. Rama Rao, Akkineni Nageshwara Rao, Sridevi",,1981
Seethakoka Chiluka,Bharathiraja,"Karthik, Aruna Mucherla, Sarath Babu",,1981
Siddhalingeshwara Mahima,Hunsur Krishnamurthy,,,1981
Srirasthu Subhamasthu,Katta Subba Rao,"Chiranjeevi, Saritha, Nutan Prasad",,1981
Swapna,Dasari Narayana Rao,Swapna,,1981
Taxi Driver,S. P. Chitti Babu,"Krishnam Raju, Jaya Prada, Mohan Babu",,1981
Tirugu Leni Manishi,K. Raghavendra Rao,"Rati Agnihotri, Chiranjeevi, N. T. Rama Rao",,1981
Todu Dongalu,K. Vasu,"Krishna Ghattamaneni, Chiranjeevi, Geetha",,1981
Tyagayya,Bapu,"J. V. Somayajulu, K. R. Vijaya",,1981
Viswaroopam,Dasari Narayana Rao,"N. T. Rama Rao, Jayasudha",,1981
Pranaya Geetham,P. Sambasiva Rao,"Chandra Mohan, Sujatha, Gummadi, Nutan Prasad",,1981
Gaja Donga,K. Raghavendra Rao,"N. T. Rama Rao, Sridevi, Jayasudha",,1981
Prema Kanuka,K. Raghavendra Rao,"Akkineni Nageswara Rao, Sridevi",,1981
Srivari Muchatlu,Dasari Narayana Rao,"Akkineni Nageswara Rao, Jaya Prada, Jayasudha",,1981
Anantha Ragalu,Prabhakar (Story/Screenplay/Direction) Dialogues: Kompella Viswam,"Prabhakar, Subhakar, Mohan Rao, Subrahmanyam, Bhanupriya, Rajyalakshmi, Purnima, Rohini",College Romantic (U) CBFC 10 September 1982,1982
Andagaadu,"T. N. Balu Dialogues:- Dattatreya Serma Lyrics:- Atreya, Arudra","Kamal Haasan, Sridevi, Geetha, Seema, Rao Gopala Rao, Allu Rama Lingaiah",,1982
Amara Geetham,R. Sundarrajan Lyrics:- Vituri,"Mohan, Poornima Jayaram, S. Ve. Shekher",,1982
Anuraga Devata,Tatineni Rama Rao,"N. T. Rama Rao, Sridevi, Jayasudha",romance,1982
Aththaku Thagga Allullu,Rama Narayanan Dialogues:- Vituri Lyrics:- Atreya,"Vijayasanthi, Radha, Suresh, Murali, Raja Sulochana,",Comedy/ Romance,1982
Bandalu-Anubandalu,Bhargav,"Sobhan Babu, Lakshmi, Chiranjeevi, Jaggaiah, Mada, Padmanabham, Pandari Bai",Drama,1982
Bangaru Bhoomi,P. Chandrashekar Reddy (Story/Screenplay/Direction) Dialogues:- Modhukuri Johnson,"Krishna Gattamaneni, Sridevi",,1982
Bangaru Kanuka,V. Madhusudhan Rao,"Akkineni Nageswara Rao, Sridevi, Sujatha",romance,1982
Bangaru Koduku,,,,1982
Bhakta Dhruvamarkandeya,"Bhanumathi Ramakrishna (Story/Screenplay/Dialogues/Direction/ Musical Supervision) Lyrics:- Veturi, Dr. Cnare, Arudra","Sobhana, Vamsikrishna, Hari, Ravisankar, Rohini, Rani, Rajasyamala, Babu, Suresh etc.",Devotional (U) Kids movie,1982
Bhakta Gnanadeva (Kannada Dubbed) Distributor: Lakshmi Chitra (Info 1982),Hunsur Krishnamurthy,"Jayanthi, Ramakrishna, Srinivasa Murthy",Devotional (U),1982
Bhale Kapuram,,,,1982
Billa-Ranga,"K.S.R. Das Dialogues:- Adhurthi Lyrics:- Veturi, Dr. Cnare","Chiranjeevi, Mohan Babu, Shyamala, Swapna",,1982
Bobbili Puli,Dasari Narayana Rao,"N. T. Rama Rao, Sridevi",patriotic drama,1982
Cancer-Sukhavyadhulu,Pillai Dialogues:- Vituri,,Medical Educational (A),1982
Chalaki Chellamma,,,,1982
Chandamama,Relangi Narasimha Rao (Direction) Dasari Narayana Rao (Screenplay/Dialogues/Supervision),"Murali Mohan, Saritha, Mohan Babu, Fatafat",,1982
Chattamtho Chelagatam (Tamil Dubbed),N. S. Rajbharath Dialogues:- Rajasri,"Rajesh, Baby Anju, Sreenath, Sumangali, Santhikrishna, A. Veerappan, Vani, Jayaram, madhan",Crime Thriller,1982
Chilipi Chinnodu,Rangarajan Dialogues/Lyrics: Rajasri,,,1982
Chilipi Vayasu (Tamil Dubbed_Inikkum Ilamai (1979)),"M. A. Kaza This column needs further ref work, is a Tamil Dubbed movie, (Raadhika as press reporter), should have the following actors, actresses - Padmanabham, Suryakantham, Rama Prabha, to do with teenage","Sudhakar, Raadhika, Vijayakanth, ??Padmanabham, Suryakantham, Rama Prabha, etc.",(A) CBFC 12 November 1980,1982
Devata,K. Raghavendra Rao,"Sobhan Babu, Sridevi, Jaya Prada, Mohan Babu",(A),1982
Dharma Vaddi,K. B. Tilak Story:- Gopichand,"Jaggaiah, Krishnaveni, Saichand, Sudhakar, Nutan Prasad",(U) CBFC 31 December 1981,1982
Doctor Cine Actor,,,,1982
Doctor Malathi,,,,1982
Dongalosthunnaru Jagratta (Tamil Dubbed),R. Thygarajan,,,1982
Edhi Dharmam Edhi Nyayam,,,,1982
Ee Charithra Ye Siratho (About Dignity of Labour),"Vejella Satyanarayana (Screenplay/Direction) Dilaogues:- Paruchuri Lyrics:Kopalle, N.Venkateswara Rao,","Siva Krishna, Sai Chand, Gokina Rama Rao, P. L. Narayana, Rang-anadh, Anupama",,1982
Ee Kaalam Katha,,,,1982
Eenadu,,,,1982
Eeswara Kataksham (Tamil Dubbed),A. P. Nagarajan,"K. B. Sundara-mbal, R. Muthuraman, Lakshmi, Sivakumar, Srividya, 'Kumari' Padmini",Devotional (U) CBFC missing,1982
Ekalavya,,,,1982
Emandoyi Srimathigaru,,,,1982
Entha Gaatu Premayo,,,,1982
Evandoy Srimathi garu,Relangi Narasimha Rao Story/Dialogues: - Kasi Viswanath Screenpaly:- Kasi Viswanath & Relangi Narasimha Rao Lyrics:- Dr. Cnare,"Chandra Mohan Raadhika, Giri Babu, K. Vijaya",,1982
Garuda Rekha (Kannada Dubbed),P. S. Prakash Dialogues/Lyrics:- Rajasri,"Srinath, Ambika, Madhavi, K. Vijaya, Dinesh, Vajramuni, Tiger Prabhakar, Shakti Prasad,",,1982
Golkonda Abbulu,Dasari Narayana Rao,Krishnam Raju,(U),1982
Gopala Krishnudu,A. Kodandamari Reddy,"Akkineni Nageswara Rao, Jayasudha, Radha",,1982
Grama Kakshalu (Tamil Dubbed),V. C. Guhanathan (Story/Screenplay/Direction) Dialogues/Lyrics:- Rajasri,"Rajanikanth, Sridevi, Sripriya, Vijayakuma, Jaishankar",,1982
Gruha Pravesham,,,,1982
Hanthakulaku Saval (Tamil Dubbed),S. P. Muthuraman,"Rajanikanth, Rati Agnihotri, Sumalatha, V. K. Ramaswamy, Cho Ramaswamy",,1982
Himabindu,,,,1982
Iddaru Kodukulu,,,,1982
Idi Pellantara,D. Vijaya Bhaskar,"Chiranjeevi, Radhika",,1982
Illali Korikalu,"G.Raam Mohan Rao Dialogues:- Paruchuri Brothers Story:- Ushasri Lyrics:-Atreya, Veturi","Sobhan Babu, Jaya Sudha, Satyanarayana, Nirmala, Saroja, Rohini, Dr. M. Prabhakar Reddy",(U),1982
Illanta Sandadi,Relangi Narasimha Rao,"Chandra Mohan, Nutan Prasad, Prabha, Nirmala, Suvarna, Dr. M. Prabhakar Reddy, Jayamalini",(U) CBFC 16 July 1982,1982
Intlo Ramayya Veedhilo Krishnayya,Kodi Ramakrishna,"Chiranjeevi, Madhavi, Gollapudi Maruthi Rao",,1982
Jagannadha Rathachakralu,,,,1982
Jaggu,,,,1982
Jai Mahakali (Hindi Dubbed_Jai Maha Kali_1979),Babubhai Mistri Dialogues:- Vituri,"Vikram Gokhale, Ranjana Deshmukh, Hercules, Dinesh Hingoo",Devotional (U),1982
Jai Santhoshi Matha (Hindi Dubbed Jai Santoshi Maa 1975),Vijay Sharma Dialogues/Lyrics: Vituri,"Anita Guha, Ashish Kumar, Kanan Kaushal, Rajan Haksar, Leela Mishra, Manhar Desai, Mahipal, Trilok Kapoor",Devotional (U),1982
Jayamalini (Tamil Dubbed Sorgathin Thirappu Vizha 1981),A. Jagananathan Dialogues/Lyrics:- Vituri,"Jayamalini, Jayachitra, Jai Ganesh, Srikanth",(A) CBFC 15 September 1982,1982
Jayasudha,K. V. Nandana Rao,"Jaya Sudha,",,1982
Justice Chowdary,K. Raghavendra Rao,"N. T. Rama Rao, Sridevi, Sharada, Jayanthi",romance,1982
Kadali Vachina Kanaka Durga,K. S. Reddy Story/Dilaogues:- Perala Lyrics:- Dr. C. Narayana Reddy,"Kavitha, Prasad Babu, Allu Rama Lingaiah, Ramana Murthy, Padmanbham, Sakshi Ranga Rao, Suryakantam",(U) CBFC 19 August 1982,1982
Kalahala Kapuram,,,,1982
Kalavari Samsaram,K. S. Rami Reddy Story: Madhireddy Sulochana Dialogues:- D.V. Narasaraju,"Krishna, Kaikala Satyanarayana, Allu Rama Lingaiah, Giri Babu, Sudhakar, Sridevi, Geetha, Pandari Bai, Subha",drama,1982
Kaliyuga Ramudu,K. Bapaiah,"N. T. Rama Rao, Rati Aghinotri","action, crime",1982
Kayyala Ammayi Kalavari Abbayi,C. Venakata Ganesh Dialogues:- Bhamidipati Lyrics:- Veturi,"Chandra Mohan, Raadhika, Satyanarayana, Allu Rama Lingaiah, Nutan Prasad, Ralla Palli, Manjula, Nirmala",(U) CBFC Comedy,1982
Korukunna Mogudu,Katta Subba Rao,"Sobhan Babu, Lakshmi, Jayasudha, Nutan Prasad, Kaikala Satyanarayana",Family Drama (U),1982
Kotha Neeru,K. S. Prakasa Rao Story:- Krishna Halahalli,"Chandra Mohan, Deepa, Kakarala, Allu Rama Lingaiah",(A) CBFC 7 February 1981,1982
Krishnarjunulu,,,,1982
Krishnavatharam,"Bapu (Direction) Mullapudi (Screenplay/Dialogues) Story: K. N. Taylor Lyrics: Dr. Cnare, Indraganti","Krishna, Sridevi, Vijayasanthi, K. Vijaya, P. R. Varalakshmi, Ramana Murthy, Vijaya Sumitra",,1982
Madhura Swapnam,K. Raghavendra Rao Story:- Yaddanapudi Sulochanarani Dialogues:-Atreya,"Krishnam Raju, Jayasudha, Jaya Prada, Jaggaiah, Dr. M. Prabhakar Reddy, Kaikala Satyanarayana, Saradhi",,1982
Mahanati (Kannada Dubbed),S R Puttanna Kanagal,"Ambarish, Aarathi, Ramakrishna, Ashok",,1982
