Title,Director,Cast,Genre,Year,new_Genre
Wild America,William Dear,"Jonathan Taylor Thomas, Devon Sawa, Scott Bairstow, Frances Fisher, Jamey Sheridan",Adventure,1997,Adventure
The Wings of the Dove,Iain Softley,"Helena Bonham Carter, Linus Roache, Alison Elliott",Drama,1997,Drama
The Winter Guest,Alan Rickman,Emma Thompson,Drama,1997,Drama
Wishmaster,Robert Kurtzman,"Andrew Divoff, Tammy Lauren, Chris Lemmon",Horror,1997,Horror
The Wrong Guy,David Steinberg,"Dave Foley, Jennifer Tilly, David Higgins, Colm Feore","Comedy, Crime",1997,"Comedy, Crime"
20 Dates,Myles Berkowitz,unknown,Mockumentary,1998,Mockumentary
54,Mark Christopher,unknown,Drama,1998,Drama
Addams Family Reunion,Dave Payne,unknown,Comedy,1998,Comedy
The Adventures of Sebastian Cole,Tod Williams,unknown,Comedy,1998,Comedy
Almost Heroes,Christopher Guest,unknown,Comedy,1998,Comedy
Ambushed,Ernest Dickerson,unknown,Thriller,1998,Thriller
American History X,Tony Kaye,unknown,Drama,1998,Drama
An Alan Smithee Film: Burn Hollywood Burn,Arthur Hiller,unknown,Comedy,1998,Comedy
Another Day in Paradise,Larry Clark,unknown,Crime drama,1998,Crime drama
Antz,"Eric Darnell, Tim Johnson",unknown,Animated,1998,Animated
Apt Pupil,Bryan Singer,unknown,Thriller,1998,Thriller
Armageddon,Michael Bay,unknown,Drama,1998,Drama
Arrival II,Kevin S. Tenney,unknown,Sci-fi,1998,Sci-fi
The Avengers,Jeremiah S. Chechik,unknown,Action,1998,Action
B. Monkey,Michael Radford,unknown,Drama,1998,Drama
Babe: Pig in the City,George Miller,unknown,Family,1998,Family
BASEketball,David Zucker,unknown,Comedy,1998,Comedy
Belly,Hype Williams,unknown,Drama,1998,Drama
Beloved,Jonathan Demme,unknown,Drama,1998,Drama
The Big Hit,Kirk Wong,unknown,Action,1998,Action
The Big Lebowski,Joel Coen,unknown,Comedy,1998,Comedy
Billy's Hollywood Screen Kiss,Tommy O'Haver,unknown,Comedy,1998,Comedy
Black Dog,Kevin Hooks,unknown,Action,1998,Action
Blade,Stephen Norrington,unknown,Horror,1998,Horror
Blues Brothers 2000,John Landis,unknown,Comedy,1998,Comedy
Break Up,Paul Marcus,unknown,Thriller,1998,Thriller
Bride of Chucky,Ronny Yu,unknown,Horror,1998,Horror
Broken Vessels,Scott Ziehl,unknown,Drama,1998,Drama
Brown's Requiem,Jason Freeland,unknown,Crime,1998,Crime
Buffalo '66,Vincent Gallo,unknown,Drama,1998,Drama
A Bug's Life,John Lasseter,unknown,Comedy,1998,Comedy
Bulworth,Warren Beatty,unknown,Comedy,1998,Comedy
Can't Hardly Wait,"Deborah Kaplan, Harry Elfont",unknown,Comedy,1998,Comedy
Casper Meets Wendy,Sean McNamara,unknown,Comedy,1998,Comedy
Caught Up,Darin Scott,unknown,Crime drama,1998,Crime drama
Celebrity,Woody Allen,unknown,Comedy,1998,Comedy
Chairman of the Board,Alex Zamm,unknown,Comedy,1998,Comedy
City of Angels,Brad Silberling,unknown,Fantasy,1998,Fantasy
A Civil Action,Steven Zaillian,unknown,Drama,1998,Drama
Clay Pigeons,David Doblin,unknown,Drama,1998,Drama
Cousin Bette,Des McAnuff,unknown,Period drama,1998,Period drama
Curse of the Puppet Master,David DeCoteau,unknown,Horror,1998,Horror
The Curve,Dan Rosen,unknown,Thriller,1998,Thriller
Dance with Me,Randa Haines,unknown,Romance,1998,Romance
"Dancer, Texas Pop. 81",Tim McCanlies,unknown,Comedy,1998,Comedy
Dancing at Lughnasa,Pat O'Connor,unknown,Comedy,1998,Comedy
Dangerous Beauty,Marshall Herskovitz,unknown,Drama,1998,Drama
Dark City,Alex Proyas,unknown,Science fiction,1998,Science fiction
Dead Man on Campus,Alan Cohn,unknown,Comedy,1998,Comedy
Deep Impact,Mimi Leder,unknown,Disaster,1998,Disaster
Deep Rising,Stephen Sommers,unknown,Horror,1998,Horror
Dennis the Menace Strikes Again,Charles T. Kanganis,unknown,Family,1998,Family
The Dentist 2,Brian Yuzna,unknown,Horror,1998,Horror
Desert Blue,Morgan J. Freeman,unknown,Comedy drama,1998,Comedy drama
Desperate Measures,Barbet Schroeder,unknown,Drama,1998,Drama
Digging to China,Timothy Hutton,unknown,Drama,1998,Drama
Dirty Work,Bob Saget,unknown,Comedy,1998,Comedy
Disturbing Behavior,David Nutter,unknown,Thriller,1998,Thriller
Dr. Dolittle,Betty Thomas,unknown,Comedy,1998,Comedy
Down in the Delta,Maya Angelou,unknown,Drama,1998,Drama
Drive,Steve Wang,unknown,Action,1998,Action
Edge of Seventeen,David Moreton,unknown,Comedy,1998,Comedy
The Eighteenth Angel,William Bindley,unknown,Thriller,1998,Thriller
Enemy of the State,Tony Scott,unknown,Action,1998,Action
Ever After,Andy Tennant,unknown,Fantasy,1998,Fantasy
The Faculty,Robert Rodriguez,unknown,Horror,1998,Horror
Fallen,Gregory Hoblit,unknown,Thriller,1998,Thriller
"The Farm: Angola, USA",Liz Garbus,unknown,Documentary,1998,Documentary
Fear and Loathing in Las Vegas,Terry Gilliam,unknown,Comedy,1998,Comedy
Finding Graceland,David Winkler,unknown,Drama,1998,Drama
Firestorm,Dean Semler,unknown,Action,1998,Action
The Gingerbread Man,Robert Altman,unknown,Drama,1998,Drama
"God Said ""Ha!""",Julia Sweeney,unknown,Comedy,1998,Comedy
Gods and Monsters,Bill Condon,unknown,Biography,1998,Biography
The Godson,Bob Hoge,unknown,Comedy,1998,Comedy
Godzilla,Roland Emmerich,unknown,Science fiction,1998,Science fiction
Goodbye Lover,Roland Joffé,unknown,Comedy,1998,Comedy
Great Expectations,Alfonso Cuarón,unknown,Period drama,1998,Period drama
The Hairy Bird,Sarah Kernochan,unknown,Comedy,1998,Comedy
Half Baked,Tamra Davis,unknown,Comedy,1998,Comedy
Halloween H20: 20 Years Later,Steve Miner,unknown,Horror,1998,Horror
Happiness,Todd Solondz,unknown,Drama,1998,Drama
Hard Rain,Mikael Salomon,unknown,Action,1998,Action
He Got Game,Spike Lee,unknown,Sports drama,1998,Sports drama
Hell's Kitchen,Tony Cinciripini,unknown,Drama,1998,Drama
The Hi-Lo Country,Stephen Frears,unknown,Western,1998,Western
High Art,Lisa Cholodenko,unknown,Drama,1998,Drama
Holy Man,Stephen Herek,unknown,Comedy,1998,Comedy
Home Fries,Dean Parisot,unknown,Comedy,1998,Comedy
Homegrown,Stephen Gyllenhaal,unknown,Comedy,1998,Comedy
Hope Floats,Forest Whitaker,unknown,Drama,1998,Drama
The Horse Whisperer,Robert Redford,unknown,Drama,1998,Drama
How Stella Got Her Groove Back,Kevin Rodney Sullivan,unknown,Drama,1998,Drama
How to Make the Cruelest Month,Kip Koenig,unknown,Comedy,1998,Comedy
Hurlyburly,Anthony Drazan,unknown,Drama,1998,Drama
Hush,Jonathan Darby,unknown,Thriller,1998,Thriller
I Got the Hook Up,Michael Martin,unknown,Comedy,1998,Comedy
I Still Know What You Did Last Summer,Danny Cannon,unknown,Horror,1998,Horror
I'll Be Home For Christmas,Arlene Sanford,unknown,Family,1998,Family
Illuminata,John Turturro,unknown,Rom com,1998,Rom com
The Impostors,Stanley Tucci,unknown,Comedy,1998,Comedy
Jack Frost,Troy Miller,unknown,Fantasy,1998,Fantasy
Jane Austen's Mafia!,Jim Abrahams,unknown,Parody,1998,Parody
Judas Kiss,Sebastian Gutierrez,unknown,Crime,1998,Crime
Killer Flick,Mark Weidman,unknown,Comedy,1998,Comedy
Kissing a Fool,Doug Ellin,unknown,Comedy,1998,Comedy
Knock Off,Tsui Hark,unknown,Action,1998,Action
Krippendorf's Tribe,Todd Holland,unknown,Comedy,1998,Comedy
Kurt & Courtney,Nick Broomfield,unknown,Documentary,1998,Documentary
The Last Days of Disco,Whit Stillman,unknown,Comedy,1998,Comedy
The Last Days,James Moll,unknown,Documentary,1998,Documentary
Lenny Bruce: Swear to Tell the Truth,Robert B. Weide,unknown,Documentary,1998,Documentary
Les Misérables,Bille August,unknown,Period drama,1998,Period drama
Let's Talk About Sex,Troy Beyer,unknown,Drama,1998,Drama
Lethal Weapon 4,Richard Donner,unknown,Action,1998,Action
The Life and Times of Hank Greenberg,Aviva Kempner,unknown,Documentary,1998,Documentary
The Lion King II: Simba's Pride,Darrell Rooney,unknown,Animated,1998,Animated
Living Out Loud,Richard LaGravenese,unknown,Drama,1998,Drama
Lost in Space,Stephen Hopkins,unknown,Science fiction,1998,Science fiction
Lulu on the Bridge,Paul Auster,unknown,Drama,1998,Drama
Madeline,Daisy von Scherler Mayer,unknown,Family,1998,Family
Major League: Back to the Minors,John Warren,unknown,Comedy,1998,Comedy
The Man in the Iron Mask,Randall Wallace,unknown,Drama,1998,Drama
The Mask of Zorro,Martin Campbell,unknown,Action,1998,Action
Meet Joe Black,Martin Brest,unknown,Fantasy,1998,Fantasy
Meet the Deedles,Steve Boyum,unknown,Comedy,1998,Comedy
Melting Pot,Tom Musca,unknown,Animated,1998,Animated
Mercury Rising,Harold Becker,unknown,Drama,1998,Drama
Mighty Joe Young,Ron Underwood,unknown,Action,1998,Action
The Mighty,Peter Chelsom,unknown,Drama,1998,Drama
The Mighty Kong,Art Scott,unknown,Animated,1998,Animated
Montana,Jennifer Leitzes,unknown,Crime,1998,Crime
Monument Ave.,Ted Demme,unknown,Crime,1998,Crime
Mulan,Tony Bancroft,unknown,Animated,1998,Animated
Music from Another Room,Charlie Peters,unknown,Rom com,1998,Rom com
My Giant,Michael Lehmann,unknown,Comedy,1998,Comedy
The Naked Man,J. Todd Anderson,unknown,Comedy,1998,Comedy
The Negotiator,F. Gary Gray,unknown,Thriller,1998,Thriller
New Rose Hotel,Abel Ferrara,unknown,Thriller,1998,Thriller
The Newton Boys,Richard Linklater,unknown,Crime,1998,Crime
Next Stop Wonderland,Brad Anderson,unknown,Comedy,1998,Comedy
A Night at the Roxbury,John Fortenberry,unknown,Comedy,1998,Comedy
No Looking Back,Edward Burns,unknown,Drama,1998,Drama
The Object of My Affection,Nicholas Hytner,unknown,Comedy,1998,Comedy
October 22,Richard Schenkman,unknown,Drama,1998,Drama
The Odd Couple II,Howard Deutch,unknown,Comedy,1998,Comedy
One Tough Cop,Bruno Barreto,unknown,Action,1998,Action
One True Thing,Carl Franklin,unknown,Drama,1998,Drama
The Opposite of Sex,Don Roos,unknown,Drama,1998,Drama
Out of Sight,Steven Soderbergh,unknown,Crime,1998,Crime
Outside Ozona,J. S. Cardone,unknown,Comedy,1998,Comedy
Overnight Delivery,Jason Bloom,unknown,Comedy,1998,Comedy
Palmetto,Volker Schlöndorff,unknown,Thriller,1998,Thriller
The Parent Trap,Nancy Meyers,unknown,Family,1998,Family
Patch Adams,Tom Shadyac,unknown,Biography,1998,Biography
Pauli,John Roberts,unknown,Family,1998,Family
Pecker,John Waters,unknown,Comedy,1998,Comedy
The Pentagon Wars,Richard Benjamin,unknown,Biography,1998,Biography
A Perfect Murder,Andrew Davis,unknown,Thriller,1998,Thriller
Permanent Midnight,David Veloz,unknown,Biography,1998,Biography
Phantasm IV: Oblivion,Don Coscarelli,unknown,Horror,1998,Horror
Phantoms,Joe Chappelle,unknown,Horror,1998,Horror
Phoenix,Danny Cannon,unknown,Crime,1998,Crime
Pi,Darren Aronofsky,unknown,Science fiction,1998,Science fiction
The Players Club,Ice Cube,unknown,Comedy,1998,Comedy
Playing by Heart,Will Carroll,unknown,Comedy,1998,Comedy
Pleasantville,Gary Ross,unknown,Fantasy,1998,Fantasy
Polish Wedding,Theresa Connelly,unknown,Comedy,1998,Comedy
Poodle Springs,Bob Rafelson,unknown,Mystery,1998,Mystery
Practical Magic,Griffin Dunne,unknown,Comedy,1998,Comedy
A Price Above Rubies,Boaz Yakin,unknown,Drama,1998,Drama
Primary Colors,Mike Nichols,unknown,Drama,1998,Drama
The Prince of Egypt,Brenda Chapman,unknown,Animated,1998,Animated
Psycho,Gus Van Sant,unknown,Thriller,1998,Thriller
Quest for Camelot,Fred Du Chau,unknown,Animated,1998,Animated
The Rat Pack,Rob Cohen,unknown,Biography,1998,Biography
Reach the Rock,William Ryan,unknown,Drama,1998,Drama
Regret to Inform,Barbara Sonneborn,unknown,Documentary,1998,Documentary
The Replacement Killers,Antoine Fuqua,unknown,Action,1998,Action
Restaurant,Eric Bross,unknown,Drama,1998,Drama
Return to Paradise,Joseph Ruben,unknown,Drama,1998,Drama
Riddler's Moon,Don McBrearty,unknown,Drama,1998,Drama
Ride,Millicent Shelton,unknown,Comedy,1998,Comedy
Ringmaster,Neil Abramson,unknown,Comedy,1998,Comedy
Ronin,John Frankenheimer,unknown,Action,1998,Action
Rounders,John Dahl,unknown,Drama,1998,Drama
Rudolph the Red-Nosed Reindeer: The Movie,William R. Kowalchuk,unknown,Animated,1998,Animated
The Rugrats Movie,Igor Kovalyov,unknown,Animated,1998,Animated
Rush Hour,Brett Ratner,unknown,Action,1998,Action
Rushmore,Wes Anderson,unknown,Comedy,1998,Comedy
Safe Men,John Hamburg,unknown,Comedy,1998,Comedy
Saving Private Ryan,Steven Spielberg,unknown,"Drama, War",1998,"Drama, War"
Savior,Predrag Antonijević,unknown,Drama,1998,Drama
Senseless,Penelope Spheeris,unknown,Comedy,1998,Comedy
Shadrach,Susanna Styron,unknown,Drama,1998,Drama
Shakespeare in Love,John Madden,unknown,Drama,1998,Drama
The Siege,Edward Zwick,unknown,Drama,1998,Drama
Simon Birch,Mark Steven Johnson,unknown,Comedy,1998,Comedy
A Simple Plan,Sam Raimi,unknown,Drama,1998,Drama
Since You've Been Gone,David Schwimmer,unknown,Rom com,1998,Rom com
"Six Days, Seven Nights",Ivan Reitman,unknown,Adventure,1998,Adventure
Six-String Samurai,Lance Mungia,unknown,Action,1998,Action
Slam,Marc Levin,unknown,Drama,1998,Drama
Slappy and the Stinkers,Barnet Kellman,unknown,Comedy,1998,Comedy
Slums of Beverly Hills,Tamara Jenkins,unknown,Comedy,1998,Comedy
Small Soldiers,Joe Dante,unknown,Science fiction,1998,Science fiction
Smoke Signals,Chris Eyre,unknown,Comedy,1998,Comedy
Snake Eyes,Brian De Palma,unknown,Thriller,1998,Thriller
Soldier,Paul W. S. Anderson,unknown,Science fiction,1998,Science fiction
Somewhere in the City,Ramin Niami,unknown,Comedy-drama,1998,Comedy-drama
Sour Grapes,Larry David,unknown,Comedy,1998,Comedy
Species II,Peter Medak,unknown,Science fiction,1998,Science fiction
Sphere,Barry Levinson,unknown,Science fiction,1998,Science fiction
Spice World,Bob Spiers,unknown,"Musical, Comedy",1998,"Musical, Comedy"
Star Trek: Insurrection,Jonathan Frakes,unknown,Science fiction,1998,Science fiction
Stepmom,Chris Columbus,unknown,Drama,1998,Drama
Strangeland,John Pieplow,unknown,Horror,1998,Horror
Suicide Kings,Peter O'Fallon,unknown,Crime,1998,Crime
Target Zero II,Walter Cherry,unknown,Action,1998,Action
Tarzan and the Lost City,Carl Schenkel,unknown,Adventure,1998,Adventure
There's Something About Mary,Farrelly brothers,unknown,Comedy,1998,Comedy
Thick as Thieves,Scott Sanders,unknown,Crime drama,1998,Crime drama
The Thin Red Line,Terrence Malick,unknown,"Drama, War",1998,"Drama, War"
The Truman Show,Peter Weir,unknown,Fantasy,1998,Fantasy
Twilight,Robert Benton,unknown,Neo-noir,1998,Neo-noir
U.S. Marshals,Stuart Baird,unknown,Action,1998,Action
Urban Legend,Jamie Blanks,unknown,Horror,1998,Horror
Vampires,John Carpenter,unknown,Horror,1998,Horror
Very Bad Things,Peter Berg,unknown,Comedy,1998,Comedy
The Waterboy,Frank Coraci,unknown,Comedy,1998,Comedy
The Wedding Singer,Frank Coraci,unknown,Comedy,1998,Comedy
What Dreams May Come,Vincent Ward,unknown,Drama,1998,Drama
Why Do Fools Fall in Love,Gregory Nava,unknown,Romance,1998,Romance
Wide Awake,M. Night Shyamalan,unknown,Comedy drama,1998,Comedy drama
Wild Things,John McNaughton,unknown,Thriller,1998,Thriller
Without Limits,Robert Towne,unknown,Biography,1998,Biography
Woo,Daisy Mayer,unknown,Comedy,1998,Comedy
Wrongfully Accused,Pat Proft,unknown,Comedy,1998,Comedy
The X-Files,Rob Bowman,unknown,Science fiction,1998,Science fiction
Your Friends & Neighbors,Neil LaBute,unknown,Drama,1998,Drama
You've Got Mail,Nora Ephron,unknown,Rom com,1998,Rom com
Zero Effect,Jake Kasdan,unknown,Drama,1998,Drama
10 Things I Hate About You,Gil Junger,unknown,Romantic comedy,1999,Romantic comedy
The 13th Warrior,John McTiernan,unknown,Action,1999,Action
200 Cigarettes,Risa Bramon Garcia,unknown,"Comedy, Drama",1999,"Comedy, Drama"
The 4th Floor,Josh Klausner,unknown,Horror,1999,Horror
8mm,Joel Schumacher,unknown,Thriller,1999,Thriller
The Adventures of Elmo in Grouchland,Gary Halvorson,unknown,Children's film,1999,Children's film
American Beauty,Sam Mendes,unknown,Drama,1999,Drama
American Movie,Chris Smith,unknown,Documentary,1999,Documentary
American Pie,"Paul Weitz, Chris Weitz",unknown,Comedy,1999,Comedy
Analyze This,Harold Ramis,unknown,Comedy,1999,Comedy
Angel's Dance,David L. Corley,unknown,Action comedy,1999,Action comedy
Animal Farm,Joseph Stephenson,unknown,"Family, Animation",1999,"Family, Animation"
Anna and the King,Andy Tennant,unknown,Drama,1999,Drama
Annie,Rob Marshall,unknown,Musical,1999,Musical
Any Given Sunday,Oliver Stone,unknown,"Drama, Sports",1999,"Drama, Sports"
Anywhere but Here,Wayne Wang,unknown,Drama,1999,Drama
Arlington Road,Mark Pellington,unknown,Thriller,1999,Thriller
The Astronaut's Wife,Rand Ravich,unknown,Science fiction,1999,Science fiction
At First Sight,Irwin Winkler,unknown,Romance,1999,Romance
Atomic Train,"David Jackson, Dick Lowry",unknown,Action,1999,Action
Austin Powers: The Spy Who Shagged Me,Jay Roach,unknown,Action Comedy,1999,Action Comedy
Baby Geniuses,Bob Clark,unknown,Family,1999,Family
The Bachelor,Gary Sinyor,unknown,Romantic comedy,1999,Romantic comedy
Bats,Louis Morneau,unknown,Horror,1999,Horror
Being John Malkovich,Spike Jonze,unknown,Comedy,1999,Comedy
Bellyfruit,Kerri Green,unknown,Drama,1999,Drama
Beowulf,Graham Baker,unknown,Fantasy,1999,Fantasy
Best Laid Plans,Mike Barker,unknown,Crime,1999,Crime
The Best Man,Malcolm D. Lee,unknown,Romantic comedy,1999,Romantic comedy
Beyond the Mat,Barry W. Blaustein,unknown,Documentary,1999,Documentary
Bicentennial Man,Chris Columbus,unknown,Science fiction,1999,Science fiction
Big Daddy,Dennis Dugan,unknown,Comedy,1999,Comedy
The Big Kahuna,John Swanbeck,unknown,Drama,1999,Drama
Black and White,James Toback,unknown,Crime,1999,Crime
The Blair Witch Project,"Daniel Myrick, Eduardo Sánchez",unknown,Horror,1999,Horror
Blast from the Past,Hugh Wilson,unknown,Romantic comedy,1999,Romantic comedy
Blue Streak,Les Mayfield,unknown,"Comedy, Crime",1999,"Comedy, Crime"
The Bone Collector,Phillip Noyce,unknown,Crime,1999,Crime
The Boondock Saints,Troy Duffy,unknown,Action,1999,Action
Bowfinger,Frank Oz,unknown,Comedy,1999,Comedy
Boys Don't Cry,Kimberly Peirce,unknown,Drama,1999,Drama
Breakfast of Champions,Alan Rudolph,unknown,Comedy,1999,Comedy
Bringing Out the Dead,Martin Scorsese,unknown,Thriller,1999,Thriller
Brokedown Palace,Jonathan Kaplan,unknown,Drama,1999,Drama
But I'm a Cheerleader,Jamie Babbit,unknown,Comedy,1999,Comedy
Chill Factor,Hugh Johnson,unknown,"Action, Comedy",1999,"Action, Comedy"
Chutney Popcorn,Nisha Ganatra,unknown,"Comedy, Drama",1999,"Comedy, Drama"
The Cider House Rules,Lasse Hallström,unknown,Drama,1999,Drama
Coming Soon,Colette Burson,unknown,Romantic comedy,1999,Romantic comedy
The Corruptor,James Foley,unknown,Action,1999,Action
Cradle Will Rock,Tim Robbins,unknown,Drama,1999,Drama
Crazy in Alabama,Antonio Banderas,unknown,Drama,1999,Drama
The Crimson Code,Jeremy Haft,unknown,Thriller,1999,Thriller
Cruel Intentions,Roger Kumble,unknown,Drama,1999,Drama
Deep Blue Sea,Renny Harlin,unknown,Horror,1999,Horror
The Deep End of the Ocean,Ulu Grosbard,unknown,Drama,1999,Drama
Deterrence,Rod Lurie,unknown,Thriller,1999,Thriller
Detroit Rock City,Adam Rifkin,unknown,Comedy,1999,Comedy
Deuce Bigalow: Male Gigolo,Mike Mitchell,unknown,Comedy,1999,Comedy
Dick,Andrew Fleming,unknown,Comedy,1999,Comedy
Dill Scallion,Jordan Brady,unknown,Mockumentary,1999,Mockumentary
A Dog of Flanders,Kevin Brodie,unknown,Family,1999,Family
Dogma,Kevin Smith,unknown,Comedy,1999,Comedy
Double Jeopardy,Bruce Beresford,unknown,Thriller,1999,Thriller
Drop Dead Gorgeous,Michael Patrick Jann,unknown,Mockumentary,1999,Mockumentary
Dudley Do-Right,Hugh Wilson,unknown,Comedy,1999,Comedy
EDtv,Ron Howard,unknown,Comedy,1999,Comedy
Election,Alexander Payne,unknown,Comedy,1999,Comedy
End of Days,Peter Hyams,unknown,Horror,1999,Horror
Entrapment,Jon Amiel,unknown,Crime drama,1999,Crime drama
Entropy,Phil Joanou,unknown,Biopic,1999,Biopic
eXistenZ,David Cronenberg,unknown,Science fiction Thriller,1999,Science fiction Thriller
Eye of the Beholder,Stephan Elliott,unknown,Thriller,1999,Thriller
Eyes Wide Shut,Stanley Kubrick,unknown,Drama,1999,Drama
Fight Club,David Fincher,unknown,Thriller,1999,Thriller
Flawless,Joel Schumacher,unknown,Drama,1999,Drama
The Florentine,Nick Stagliano,unknown,Drama,1999,Drama
For Love of the Game,Sam Raimi,unknown,Drama,1999,Drama
Forces of Nature,Bronwen Hughes,unknown,Comedy,1999,Comedy
Friends & Lovers,George Haas,unknown,Romance,1999,Romance
Galaxy Quest,Dean Parisot,unknown,"Science fiction, Comedy",1999,"Science fiction, Comedy"
The General's Daughter,Simon West,unknown,Crime drama,1999,Crime drama
Ghost Dog: The Way of the Samurai,Jim Jarmusch,unknown,Action,1999,Action
"Girl, Interrupted",James Mangold,unknown,Drama,1999,Drama
Gloria,Sidney Lumet,unknown,Crime drama,1999,Crime drama
Go,Doug Liman,unknown,Comedy,1999,Comedy
The Green Mile,Frank Darabont,unknown,Drama,1999,Drama
Guinevere,Audrey Wells,unknown,Drama,1999,Drama
"Happy, Texas",Mark Illsley,unknown,Comedy,1999,Comedy
The Haunting,Jan de Bont,unknown,Horror,1999,Horror
Heaven or Vegas,Gregory C. Haynes,unknown,Drama,1999,Drama
Held Up,Steve Rash,unknown,Comedy,1999,Comedy
The Hi-Line,Ron Judkins,unknown,Drama,1999,Drama
House on Haunted Hill,William Malone,unknown,Horror,1999,Horror
The Hurricane,Norman Jewison,unknown,"Drama, Biopic",1999,"Drama, Biopic"
An Ideal Husband,Oliver Parker,unknown,Comedy,1999,Comedy
Idle Hands,Rodman Flender,unknown,Horror comedy,1999,Horror comedy
In Dreams,Neil Jordan,unknown,Thriller,1999,Thriller
In Too Deep,Michael Rymer,unknown,Crime,1999,Crime
The Insider,Michael Mann,unknown,"Drama, Biopic",1999,"Drama, Biopic"
Inspector Gadget,David Kellogg,unknown,"Action-Comedy, Family",1999,"Action-Comedy, Family"
Instinct,Jon Turteltaub,unknown,Drama,1999,Drama
The Iron Giant,Brad Bird,unknown,"Animation, Science fiction, Drama, Family",1999,"Animation, Science fiction, Drama, Family"
Jakob the Liar,Peter Kassovitz,unknown,"Comedy, Drama",1999,"Comedy, Drama"
Jawbreaker,Darren Stein,unknown,"Comedy,Horror",1999,"Comedy,Horror"
Jesus' Son,Alison Maclean,unknown,Drama,1999,Drama
Joe the King,Frank Whaley,unknown,Drama,1999,Drama
Just a Little Harmless Sex,Rick Rosenthal,unknown,Romantic comedy,1999,Romantic comedy
Just the Ticket,Richard Wenk,unknown,Romantic comedy,1999,Romantic comedy
K-911,Charles T. Kanganis,unknown,Crime Comedy,1999,Crime Comedy
The King and I,Richard Rich,unknown,Animated,1999,Animated
Kiss the Sky,Roger Young,unknown,Drama,1999,Drama
Kiss Toledo Goodbye,Lyndon Chubbuck,unknown,Comedy,1999,Comedy
Lake Placid,Steve Miner,unknown,Horror Comedy,1999,Horror Comedy
Liberty Heights,Barry Levinson,unknown,Drama,1999,Drama
Life,Ted Demme,unknown,Comedy,1999,Comedy
Light It Up,Craig Bolotin,unknown,Drama,1999,Drama
The Limey,Steven Soderbergh,unknown,Crime drama,1999,Crime drama
Lost & Found,Jeff Pollack,unknown,Comedy,1999,Comedy
The Love Letter,Peter Chan,unknown,Romantic Comedy,1999,Romantic Comedy
Love Stinks,Jeff Franklin,unknown,Comedy,1999,Comedy
Lovers Lane,John Steven Ward,unknown,Horror,1999,Horror
Lycanthrope,Bob Cook,unknown,Horror,1999,Horror
Magnolia,Paul Thomas Anderson,unknown,Drama,1999,Drama
Man of the Century,Adam Abraham,unknown,Comedy,1999,Comedy
Man on the Moon,Miloš Forman,unknown,Biopic,1999,Biopic
A Map of the World,Scott Eliott,unknown,Drama,1999,Drama
The Mating Habits of the Earthbound Human,Jeff Abugov,unknown,Mockumentary,1999,Mockumentary
The Matrix,"Andy Wachowski, Larry Wachowski",unknown,Science fiction,1999,Science fiction
Message in a Bottle,Luis Mandoki,unknown,Romantic drama,1999,Romantic drama
The Messenger: The Story of Joan of Arc,Luc Besson,unknown,Biopic,1999,Biopic
Mickey Blue Eyes,Kelly Makin,unknown,Comedy,1999,Comedy
A Midsummer Night's Dream,Michael Hoffman,unknown,Shakespearean,1999,Shakespearean
Miss Julie,Mike Figgis,unknown,Drama,1999,Drama
The Mod Squad,Scott Silver,unknown,Action,1999,Action
Mr. Death,Errol Morris,unknown,Documentary,1999,Documentary
Mumford,Lawrence Kasdan,unknown,Comedy,1999,Comedy
The Mummy,Stephen Sommers,unknown,Action,1999,Action
Muppets from Space,Tim Hill,unknown,Comedy,1999,Comedy
The Muse,Albert Brooks,unknown,Comedy,1999,Comedy
Music of the Heart,Wes Craven,unknown,Drama,1999,Drama
My Favorite Martian,Donald Petrie,unknown,Comedy,1999,Comedy
My Voyage to Italy,Martin Scorsese,unknown,Documentary,1999,Documentary
"Mystery, Alaska",Jay Roach,unknown,"Comedy, Sports",1999,"Comedy, Sports"
Mystery Men,Kinka Usher,unknown,Superhero Comedy,1999,Superhero Comedy
Never Been Kissed,Raja Gosnell,unknown,Comedy,1999,Comedy
The Ninth Gate,Roman Polanski,unknown,Horror,1999,Horror
Ninth Street,Tim Rebman,unknown,Drama,1999,Drama
Notting Hill,Roger Michell,unknown,Romantic comedy,1999,Romantic comedy
October Sky,Joe Johnston,unknown,Drama,1999,Drama
Office Space,Mike Judge,unknown,Comedy,1999,Comedy
The Omega Code,Robert Marcarelli,unknown,Action,1999,Action
One Man's Hero,Lance Hool,unknown,War,1999,War
The Other Sister,Garry Marshall,unknown,Drama,1999,Drama
"Our Friend, Martin","Rob Smiley, Vincenzo Trippetti",unknown,Animated,1999,Animated
P.U.N.K.S.,Sean McNamara,unknown,Teen comedy,1999,Teen comedy
The Passion of Ayn Rand,Christopher Menaul,unknown,Biography,1999,Biography
Passport to Paris,Alan Metter,unknown,Romantic comedy,1999,Romantic comedy
Payback,Brian Helgeland,unknown,Crime drama,1999,Crime drama
Play It to the Bone,Ron Shelton,unknown,"Comedy, Drama",1999,"Comedy, Drama"
Pushing Tin,Mike Newell,unknown,"Comedy, Drama",1999,"Comedy, Drama"
The Rage: Carrie 2,Katt Shea,unknown,Horror,1999,Horror
Random Hearts,Sydney Pollack,unknown,Drama,1999,Drama
Ravenous,Antonia Bird,unknown,Horror,1999,Horror
Retro Puppet Master,David DeCoteau,unknown,Horror,1999,Horror
