Title,Director,Cast,Genre,Year,new_Genre
Tucson Raiders,Spencer Gordon Bennet,"Wild Bill Elliott, Peggy Stewart",Western,1944,Western
Twilight on the Prairie,Jean Yarbrough,"Johnny Downs, Vivian Austin",Western musical,1944,Western musical
Two Girls and a Sailor,Richard Thorpe,"Van Johnson, June Allyson",Comedy,1944,Comedy
Two-Man Submarine,Lew Landers,"Tom Neal, Ann Savage",War,1944,War
U-Boat Prisoner,Lew Landers,"Bruce Bennett, Erik Rolf",War drama,1944,War drama
The Uninvited,Lewis Allen,"Ray Milland, Ruth Hussey, Donald Crisp",Horror,1944,Horror
Uncertain Glory,Raoul Walsh,"Errol Flynn, Paul Lukas, Faye Emerson",Drama,1944,Drama
The Unwritten Code,Herman Rotsten,"Ann Savage, Tom Neal",War,1944,War
Up in Arms,Elliott Nugent,"Danny Kaye, Dinah Shore, Dana Andrews",Comedy,1944,Comedy
Up in Mabel's Room,Allan Dwan,"Marjorie Reynolds, Dennis O'Keefe, Gail Patrick",Comedy,1944,Comedy
The Utah Kid,Vernon Keays,"Hoot Gibson, Bob Steele, Beatrice Gray",Western,1944,Western
Valley of Vengeance,Sam Newfield,"Buster Crabbe, Evelyn Finley",Western,1944,Western
The Very Thought of You,Delmer Daves,"Dennis Morgan, Eleanor Parker",Drama,1944,Drama
Vigilantes of Dodge City,Wallace Grissell,"Wild Bill Elliott, Linda Stirling",Western,1944,Western
Voice in the Wind,Arthur Ripley,"Francis Lederer, Sigrid Gurie",Drama,1944,Drama
Voodoo Man,William Beaudine,"Bela Lugosi, John Carradine, George Zucco",Horror,1944,Horror
Waterfront,Steve Sekely,"J. Carrol Naish, Maris Wrixon","War, drama",1944,"War, drama"
"A Wave, a WAC and a Marine",Phil Karlson,"Elyse Knox, Ann Gillis, Sally Eilers",Romantic war comedy,1944,Romantic war comedy
Week-End Pass,Jean Yarbrough,"Martha O'Driscoll, Noah Beery Jr.",Comedy,1944,Comedy
Weird Woman,Reginald Le Borg,"Lon Chaney Jr., Anne Gwynne",Horror,1944,Horror
West of the Rio Grande,Lambert Hillyer,"Johnny Mack Brown, Raymond Hatton, Christine McIntyre",Western,1944,Western
Westward Bound,Robert Emmett Tansey,"Ken Maynard, Hoot Gibson, Bob Steele",Western,1944,Western
What a Man!,William Beaudine,"Johnny Downs, Wanda McKay",Comedy,1944,Comedy
When Strangers Marry,William Castle,"Kim Hunter, Dean Jagger",Film noir,1944,Film noir
When the Lights Go on Again,William K. Howard,"Jimmy Lydon, Regis Toomey",Drama,1944,Drama
The Whispering Skull,Elmer Clifton,"Tex Ritter, Dave O'Brien, Guy Wilkerson",Western,1944,Western
The Whistler,William Castle,"Richard Dix, Gloria Stuart, Joan Woodbury",Mystery,1944,Mystery
The White Cliffs of Dover,Clarence Brown,"Irene Dunne, Alan Marshal",War drama,1944,War drama
Wild Horse Phantom,Sam Newfield,"Buster Crabbe, Kermit Maynard",Western,1944,Western
Wilson,Henry King,"Charles Coburn, Alexander Knox, Geraldine Fitzgerald, Thomas Mitchell",Bio-pic,1944,Bio-pic
Wing and a Prayer,Henry Hathaway,"Don Ameche, Dana Andrews, Cedric Hardwicke",War,1944,War
Winged Victory,George Cukor,"Lon McCallister, Jeanne Crain, Edmond O'Brien, Judy Holliday",War drama,1944,War drama
The Woman in the Window,Fritz Lang,"Edward G. Robinson, Joan Bennett, Raymond Massey",Film noir,1944,Film noir
Wyoming Hurricane,William Berke,"Russell Hayden, Dub Taylor",Western,1944,Western
The Yellow Rose of Texas,Joseph Kane,"Roy Rogers, Dale Evans, Trigger",Western,1944,Western
You Can't Ration Love,Lester Fuller,"Betty Jane Rhodes, Marjorie Weaver, Marie Wilson",Comedy,1944,Comedy
Youth Runs Wild,Mark Robson,"Bonita Granville, Kent Smith",Drama,1944,Drama
The Bodyguard,Hanna-Barbera,Tom and Jerry,Animated short,1944,Animated short
Bugs Bunny and the Three Bears,Chuck Jones,Merrie Melodies,Animated,1944,Animated
Bugs Bunny Nips the Nips,I. Freleng,Merrie Melodies,"Animated, war",1944,"Animated, war"
Busy Buddies,Del Lord,The Three Stooges,Comedy Short,1944,Comedy Short
Crash Goes the Hash,Jules White,The Three Stooges,Comedy Short,1944,Comedy Short
Dancing Romeo,Cyril Endfield,Our Gang,Comedy Short,1944,Comedy Short
Five Were Chosen,Herbert Kline,"Victor Kilian, Howard Da Silva, Leonid Kinskey",War drama,1944,War drama
Gents Without Cents,Jules White,The Three Stooges,Comedy Short,1944,Comedy Short
Hare Force,Friz Freleng,Bugs Bunny,Animated short,1944,Animated short
I Won't Play,Crane Wilbur,"Janis Paige, Dane Clark",Short subject,1944,Short subject
Idle Roomers,Del Lord,The Three Stooges,"Comedy, short",1944,"Comedy, short"
Jammin' the Blues,Gjon Mili,"Marie Bryant, Jo Jones, Illinois Jacquet",Short,1944,Short
Mouse Trouble,Hanna-Barbera,Tom and Jerry,Animated short,1944,Animated short
Movie Pests,Will Jason,"Pete Smith Specialty with Dave O'Brien, Harry Einstein",Comedy Short,1944,Comedy Short
No Dough Boys,Jules White,The Three Stooges,Comedy Short,1944,Comedy Short
Russian Rhapsody,Robert Clampett,Looney Tunes,Animated short,1944,Animated short
Safety Sleuth,Will Jason,Pete Smith Specialty with Dave O'Brien,Comedy Short,1944,Comedy Short
What's Cookin' Doc?,Bob Clampett,Bugs Bunny,Animated short,1944,Animated short
The Yoke's on Me,Jules White,The Three Stooges,"Comedy, short",1944,"Comedy, short"
The Zoot Cat,Hanna-Barbera,Tom and Jerry,Animated short,1944,Animated short
Abbott and Costello in Hollywood,S. Sylvan Simon,"Abbott and Costello, Lucille Ball, Rags Ragland",Comedy,1945,Comedy
Adventure,Victor Fleming,"Clark Gable, Greer Garson, Joan Blondell",Adventure,1945,Adventure
Adventures of Kitty O'Day,William Beaudine,"Jean Parker, Peter Cookson",Mystery,1945,Mystery
Adventures of Rusty,Paul Burnford,"Margaret Lindsay, Conrad Nagel",Drama,1945,Drama
The Affairs of Susan,William A. Seiter,"Joan Fontaine, George Brent, Dennis O'Keefe",Comedy,1945,Comedy
Allotment Wives,William Nigh,"Kay Francis, Otto Kruger, Gertrude Michael",Drama,1945,Drama
Along Came Jones,Stuart Heisler,"Gary Cooper, Loretta Young, William Demarest, Dan Duryea",Western,1945,Western
Along the Navajo Trail,Frank McDonald,"Roy Rogers, Dale Evans, Estelita Rodriguez",Western,1945,Western
An Angel Comes to Brooklyn,Leslie Goodwins,"Barbara Perry, Charles Kemper",Comedy,1945,Comedy
Anchors Aweigh,George Sidney,"Frank Sinatra, Kathryn Grayson, Gene Kelly",Musical,1945,Musical
And Then There Were None,René Clair,"Barry Fitzgerald, Walter Huston, Louis Hayward, Roland Young",Mystery,1945,Mystery
Apology for Murder,Sam Newfield,"Ann Savage, Hugh Beaumont",Crime drama,1945,Crime drama
Arson Squad,Lew Landers,"Frank Albertson, Robert Armstrong",Crime,1945,Crime
Back to Bataan,Edward Dmytryk,"John Wayne, Anthony Quinn, Beulah Bondi",War,1945,War
Bad Men of the Border,Wallace Fox,"Kirby Grant, Armida",Western,1945,Western
Bandits of the Badlands,Thomas Carr,"Sunset Carson, Peggy Stewart",Western,1945,Western
Bedside Manner,Andrew L. Stone,"John Carroll, Ruth Hussey, Ann Rutherford",Comedy,1945,Comedy
Behind City Lights,John English,"Lynne Roberts, Peter Cookson",Drama,1945,Drama
A Bell for Adano,Henry King,"Gene Tierney, John Hodiak, William Bendix",War Drama,1945,War Drama
Bells of Rosarita,Frank McDonald,"Roy Rogers, Dale Evans",Western,1945,Western
The Bells of St. Mary's,Leo McCarey,"Bing Crosby, Ingrid Bergman",Drama,1945,Drama
Betrayal from the East,William A. Berke,"Lee Tracy, Nancy Kelly",War,1945,War
Between Two Women,Willis Goldbeck,"Van Johnson, Gloria DeHaven, Marilyn Maxwell",Drama,1945,Drama
Bewitched,Arch Oboler,"Phyllis Thaxter, Edmund Gwenn",Drama,1945,Drama
Beyond the Pecos,Lambert Hillyer,"Rod Cameron, Jennifer Holt",Western,1945,Western
The Big Show-Off,Howard Bretherton,"Arthur Lake, Dale Evans",Comedy,1945,Comedy
Black Market Babies,William Beaudine,"Teala Loring, Kane Richmond",Drama,1945,Drama
Blazing the Western Trail,Vernon Keays,"Charles Starrett, Dub Taylor, Carole Mathews",Western,1945,Western
Blonde from Brooklyn,Del Lord,"Bob Haymes, Lynn Merrick",Comedy,1945,Comedy
Blonde Ransom,William Beaudine,"Virginia Grey, Pinky Lee",Drama,1945,Drama
Blood on the Sun,Frank Lloyd,"James Cagney, Sylvia Sidney",Drama,1945,Drama
The Body Snatcher,Robert Wise,"Boris Karloff, Bela Lugosi",Horror,1945,Horror
Border Badmen,Sam Newfield,"Buster Crabbe, Lorraine Miller",Western,1945,Western
Boston Blackie Booked on Suspicion,Arthur Dreifuss,"Chester Morris, Lynn Merrick",Mystery,1945,Mystery
Boston Blackie's Rendezvous,Arthur Dreifuss,"Chester Morris, Nina Foch",Crime,1945,Crime
Both Barrels Blazing,Derwin Abrahams,"Charles Starrett, Dub Taylor",Western,1945,Western
Brewster's Millions,Allan Dwan,"Dennis O'Keefe, Helen Walker, June Havoc",Comedy,1945,Comedy
The Brighton Strangler,Max Nosseck,"John Loder, June Duprez",Crime drama,1945,Crime drama
Bring on the Girls,Sidney Lanfield,"Veronica Lake, Marjorie Reynolds",Comedy,1945,Comedy
The Bullfighters,Malcolm St. Clair,Laurel and Hardy,Comedy,1945,Comedy
Captain Eddie,Lloyd Bacon,"Fred MacMurray, Lynn Bari",Drama,1945,Drama
The Captain from Köpenick,Richard Oswald,"Albert Bassermann, Mary Brian",Comedy,1945,Comedy
Captain Kidd,Rowland V. Lee,"Charles Laughton, Randolph Scott, Barbara Britton",Adventure,1945,Adventure
Captain Tugboat Annie,Phil Rosen,"Jane Darwell, Edgar Kennedy",Comedy,1945,Comedy
The Caribbean Mystery,Robert D. Webb,"James Dunn, Sheila Ryan",Mystery,1945,Mystery
The Cheaters,Joseph Kane,"Joseph Schildkraut, Billie Burke",Comedy,1945,Comedy
The Cherokee Flash,Thomas Carr,"Sunset Carson, Linda Stirling, Tom London",Western,1945,Western
The Chicago Kid,Frank McDonald,"Don ""Red"" Barry, Otto Kruger",Crime,1945,Crime
China Sky,Ray Enright,"Randolph Scott, Ruth Warrick, Ellen Drew",War drama,1945,War drama
China's Little Devils,Monta Bell,"Harry Carey, Paul Kelly",War,1945,War
Christmas in Connecticut,Peter Godfrey,"Barbara Stanwyck, Dennis Morgan, Reginald Gardiner, Sydney Greenstreet",Comedy,1945,Comedy
Circumstantial Evidence,John Larkin,"Lloyd Nolan, Michael O'Shea, Trudy Marshall",Crime,1945,Crime
The Cisco Kid Returns,John P. McCarthy,"Duncan Renaldo, Martin Garralaga",Western,1945,Western
The Clock,Vincente Minnelli,"Judy Garland, Robert Walker",Drama,1945,Drama
Club Havana,Edgar G. Ulmer,"Margaret Lindsay, Tom Neal, Lita Baron",Mystery,1945,Mystery
Code of the Lawless,Wallace Fox,"Kirby Grant, Jane Adams",Western,1945,Western
Colorado Pioneers,R. G. Springsteen,"Wild Bill Elliott, Alice Fleming",Western,1945,Western
Come Out Fighting,William Beaudine,"Leo Gorcey, Huntz Hall, Billy Benedict",Comedy,1945,Comedy
Confidential Agent,Herman Shumlin,"Charles Boyer, Lauren Bacall",Spy,1945,Spy
Conflict,Curtis Bernhardt,"Humphrey Bogart, Alexis Smith, Sydney Greenstreet",Suspense,1945,Suspense
The Corn Is Green,Irving Rapper,"Bette Davis, Joan Lorring, John Dall",Drama,1945,Drama
Cornered,Edward Dmytryk,"Dick Powell, Walter Slezak",Film noir,1945,Film noir
Corpus Christi Bandits,Wallace Grissell,"Allan Lane, Helen Talbot",Western,1945,Western
Counter-Attack,Zoltan Korda,"Paul Muni, Marguerite Chapman, Larry Parks",War,1945,War
The Crime Doctor's Courage,George Sherman,"Warner Baxter, Hillary Brooke",Mystery,1945,Mystery
Crime Doctor's Warning,William Castle,"Warner Baxter, Dusty Anderson",Mystery,1945,Mystery
"Crime, Inc.",Lew Landers,"Leo Carrillo, Tom Neal, Martha Tilton, Lionel Atwill",Thriller,1945,Thriller
The Crimson Canary,John Hoffman,"Noah Beery Jr., Lois Collier, Steven Geray",Mystery,1945,Mystery
Dakota,Joseph Kane,"John Wayne, Vera Ralston",Western,1945,Western
The Daltons Ride Again,Ray Taylor,"Lon Chaney Jr., Alan Curtis, Martha O'Driscoll",Western,1945,Western
Dangerous Intruder,Vernon Keats,"Veda Ann Borg, Charles Arnt",Crime,1945,Crime
Dangerous Partners,Edward L. Cahn,"Signe Hasso, James Craig",Crime,1945,Crime
Danger Signal,Robert Florey,"Faye Emerson, Zachary Scott",Crime,1945,Crime
Delightfully Dangerous,Arthur Lubin,"Jane Powell, Ralph Bellamy, Constance Moore",Musical,1945,Musical
Detour,Edgar G. Ulmer,"Tom Neal, Ann Savage",Film noir,1945,Film noir
Diamond Horseshoe,George Seaton,"Betty Grable, Dick Haymes, Phil Silvers",Musical,1945,Musical
Dick Tracy,William A. Berke,"Morgan Conway, Anne Jeffreys, Mike Mazurki",Mystery,1945,Mystery
Dillinger,Max Nosseck,"Lawrence Tierney, Anne Jeffreys","Biography, Crime",1945,"Biography, Crime"
Divorce,William Nigh,"Kay Francis, Bruce Cabot, Helen Mack",Drama,1945,Drama
Docks of New York,Wallace Fox,"Leo Gorcey, Huntz Hall",Comedy,1945,Comedy
Doll Face,Lewis Seiler,"Vivian Blaine, Carmen Miranda, Dennis O'Keefe",Comedy,1945,Comedy
The Dolly Sisters,Irving Cummings,"Betty Grable, June Haver, John Payne",Musical,1945,Musical
Don Juan Quilligan,Frank Tuttle,"William Bendix, Phil Silvers",Comedy,1945,Comedy
Don't Fence Me In,John English,"Roy Rogers, Dale Evans",Western,1945,Western
Duffy's Tavern,Hal Walker,"Bing Crosby, Betty Hutton, Paulette Goddard, Alan Ladd, Dorothy Lamour",Comedy,1945,Comedy
The Falcon in San Francisco,Joseph H. Lewis,"Tom Conway, Rita Corday",Mystery,1945,Mystery
Fallen Angel,Otto Preminger,"Alice Faye, Dana Andrews, Linda Darnell",Film noir,1945,Film noir
Fashion Model,William Beaudine,"Robert Lowery, Marjorie Weaver, Tim Ryan",Film noir,1945,Film noir
The Fatal Witness,Lesley Selander,"Evelyn Ankers, Richard Fraser, Barbara Everest",Crime,1945,Crime
Fighting Bill Carson,Sam Newfield,"Buster Crabbe, Kay Hughes",Western,1945,Western
First Yank into Tokyo,Gordon Douglas,"Tom Neal, Barbara Hale",War,1945,War
Flame of Barbary Coast,Joseph Kane,"John Wayne, Ann Dvorak, Joseph Schildkraut",Western,1945,Western
Flame of the West,Lambert Hillyer,"Johnny Mack Brown, Raymond Hatton, Joan Woodbury",Western,1945,Western
Flaming Bullets,Harry L. Fraser,"Tex Ritter, Dave O'Brien",Western,1945,Western
Fog Island,Terry O. Morse,"George Zucco, Lionel Atwill",Mystery,1945,Mystery
Follow That Woman,Lew Landers,"William Gargan, Nancy Kelly",Comedy,1945,Comedy
Forever Yours,William Nigh,"Gale Storm, C. Aubrey Smith, Conrad Nagel",Drama,1945,Drama
Frisco Sal,George Waggner,"Susanna Foster, Turhan Bey",Musical,1945,Musical
Frontier Feud,Lambert Hillyer,"Johnny Mack Brown, Raymond Hatton",Western,1945,Western
Frontier Fugitives,Harry L. Fraser,"Tex Ritter, Lorraine Miller",Western,1945,Western
Frontier Gal,Charles Lamont,"Yvonne de Carlo, Rod Cameron",Western,1945,Western
The Frozen Ghost,Harold Young,"Lon Chaney Jr., Elena Verdugo, Evelyn Ankers, Douglas Dumbrille",Horror,1945,Horror
A Game of Death,Robert Wise,"Audrey Long, John Loder",Horror,1945,Horror
Gangs of the Waterfront,George Blair,"Stephanie Bachelor, Robert Armstrong",Crime,1945,Crime
Gangster's Den,Sam Newfield,"Buster Crabbe, Al St. John",Western,1945,Western
The Gay Senorita,Arthur Dreifuss,"Jinx Falkenburg, Jim Bannon",Comedy,1945,Comedy
G. I. Honeymoon,Phil Karlson,"Gale Storm, Arline Judge",Comedy,1945,Comedy
George White's Scandals,Felix E. Feist,"Joan Davis, Jack Haley",Musical,1945,Musical
Getting Gertie's Garter,Allan Dwan,"Dennis O'Keefe, Marie McDonald, Barry Sullivan",Comedy,1945,Comedy
"A Girl, A Gal and a Pal",Budd Boetticher,"Ross Hunter, Lynn Merrick, Ted Donaldson",Romantic comedy,1945,Romantic comedy
The Girl of the Limberlost,Melchor Ferrer,"Ruth Nelson, Gloria Holden",Drama,1945,Drama
Girls of the Big House,George Archainbaud,"Lynne Roberts, Virginia Christine",Crime drama,1945,Crime drama
God Is My Co-Pilot,Robert Florey,"Dennis Morgan, Dane Clark, Raymond Massey",War,1945,War
The Great Flamarion,Anthony Mann,"Eric von Stroheim, Mary Beth Hughes",Film noir,1945,Film noir
The Great John L.,Frank Tuttle,"Linda Darnell, Barbara Britton, Greg McClure",Biopic,1945,Biopic
Great Stagecoach Robbery,Lesley Selander,"Wild Bill Elliott, Alice Fleming",Western,1945,Western
Grissly's Millions,John English,Virginia Grey,Suspense,1945,Suspense
Guest Wife,Sam Wood,"Claudette Colbert, Don Ameche",Comedy,1945,Comedy
Gun Smoke,Howard Bretherton,"Johnny Mack Brown, Jennifer Holt",Western,1945,Western
"A Guy, a Gal and a Pal",Budd Boetticher,"Ross Hunter, Lynn Merrick",Comedy,1945,Comedy
Hangover Square,John Brahm,"Laird Cregar, Linda Darnell, George Sanders",Drama,1945,Drama
Having Wonderful Crime,A. Edward Sutherland,"Pat O'Brien, George Murphy",Comedy,1945,Comedy
Here Come the Co-Eds,Jean Yarbrough,"Abbott and Costello, Peggy Ryan",Comedy,1945,Comedy
Her Highness and the Bellboy,Richard Thorpe,"Hedy Lamarr, Robert Walker",Romantic comedy,1945,Romantic comedy
Her Lucky Night,Edward Lilley,"Martha O'Driscoll, Andrews Sisters",Musical,1945,Musical
The Hidden Eye,Richard Whorf,"Edward Arnold, Frances Rafferty",Mystery,1945,Mystery
High Powered,William Berke,"Phyllis Brooks, Robert Lowery",Drama,1945,Drama
His Brother's Ghost,Sam Newfield,"Buster Crabbe, Al St. John",Western,1945,Western
Hit the Hay,Del Lord,"Judy Canova, Ross Hunter, Gloria Holden",Comedy,1945,Comedy
Hitchhike to Happiness,Joseph Santley,"Al Pearce, Dale Evans",Musical,1945,Musical
Hold That Blonde,George Marshall,"Eddie Bracken, Veronica Lake, Albert Dekker",Comedy,1945,Comedy
Hollywood and Vine,Alexis Thurn,"Wanda McKay, James Ellison",Comedy,1945,Comedy
Honeymoon Ahead,Reginald Le Borg,"Allan Jones, Grace McDonald",Comedy,1945,Comedy
The Horn Blows at Midnight,Raoul Walsh,"Jack Benny, Alexis Smith",Comedy,1945,Comedy
Hotel Berlin,Peter Godfrey,"Faye Emerson, Raymond Massey, Andrea King, Peter Lorre",Drama,1945,Drama
House of Dracula,Erle C. Kenton,"Lon Chaney, John Carradine, Onslow Stevens Martha O'Driscoll, Skelton Knaggs",Horror,1945,Horror
The House on 92nd Street,Henry Hathaway,"Lloyd Nolan, Signe Hasso, William Eythe",Drama,1945,Drama
How Do You Dooo?,Ralph Murphy,"Bert Gordon, Harry von Zell, Cheryl Walker",Comedy,1945,Comedy
The Lady Confesses,Sam Newfield,"Mary Beth Hughes, Hugh Beaumont",Film Noir,1945,Film Noir
Lady on a Train,Charles David,"Deanna Durbin, Ralph Bellamy",Film noir,1945,Film noir
Lawless Empire,Vernon Keays,"Charles Starrett, Dub Taylor",Western,1945,Western
Leave Her to Heaven,John M. Stahl,"Gene Tierney, Jeanne Crain, Cornel Wilde, Vincent Price",Film noir,1945,Film noir
Leave It to Blondie,Abby Berlin,"Penny Singleton, Arthur Lake",Comedy,1945,Comedy
Let's Go Steady,Del Lord,"Jackie Moran, June Preisser",Musical,1945,Musical
Life with Blondie,Abby Berlin,"Penny Singleton, Arthur Lake",Comedy,1945,Comedy
Lightning Raiders,Sam Newfield,"Buster Crabbe, Al St. John",Western,1945,Western
Lone Texas Ranger,Spencer Gordon Bennet,"Wild Bill Elliott, Helen Talbot",Western,1945,Western
Lonesome Trail,Oliver Drake,"Jimmy Wakely, Lorraine Miller",Western,1945,Western
The Lost Trail,Lambert Hillyer,"Johnny Mack Brown, Raymond Hatton, Jennifer Holt",Western,1945,Western
The Lost Weekend,Billy Wilder,"Ray Milland, Jane Wyman",Drama,1945,Drama
"Love, Honor and Goodbye",Albert S. Rogell,"Virginia Bruce, Nils Asther",Comedy,1945,Comedy
Love Letters,William Dieterle,"Jennifer Jones, Joseph Cotten",Drama,1945,Drama
Main Street After Dark,Edward L. Cahn,"Edward Arnold, Dorothy Morris",Drama,1945,Drama
Mama Loves Papa,Frank Strayer,Leon Errol,Comedy,1945,Comedy
Man Alive,Ray Enright,"Pat O'Brien, Ellen Drew",Comedy,1945,Comedy
The Man in Half Moon Street,Ralph Murphy,"Helen Walker, Nils Asther",Drama,1945,Drama
The Man from Oklahoma,Frank McDonald,"Roy Rogers, Dale Evans",Western,1945,Western
The Man Who Walked Alone,Christy Cabanne,"Kay Aldridge, Dave O'Brien",Mystery,1945,Mystery
Marked for Murder,Elmer Clifton,"Tex Ritter, Dave O'Brien",Western,1945,Western
Marshal of Laredo,R. G. Springsteen,"Wild Bill Elliott, Peggy Stewart",Western,1945,Western
Masquerade in Mexico,Mitchell Leisen,"Dorothy Lamour, Patric Knowles, Ann Dvorak",Musical,1945,Musical
A Medal for Benny,Irving Pichel,"Dorothy Lamour, Arturo de Córdova",Drama,1945,Drama
Men in Her Diary,Charles Barton,"Peggy Ryan, Jon Hall",Comedy,1945,Comedy
Mexicana,Alfred Santell,"Tito Guízar, Constance Moore",Musical,1945,Musical
Midnight Manhunt,William C. Thomas,"William Gargan, Ann Savage",Film noir,1945,Film noir
Mildred Pierce,Michael Curtiz,"Joan Crawford, Jack Carson, Ann Blyth, Zachary Scott, Eve Arden",Film noir,1945,Film noir
The Missing Corpse,Albert Herman,"J. Edward Bromberg, Isabel Randolph",Mystery,1945,Mystery
Molly and Me,Lewis Seiler,"Gracie Fields, Monty Woolley, Roddy McDowall",Musical comedy,1945,Musical comedy
Mr. Muggs Rides Again,Wallace Fox,"Leo Gorcey, Huntz Hall",Comedy,1945,Comedy
"Murder, He Says",George Marshall,"Fred MacMurray, Helen Walker",Mystery,1945,Mystery
My Name Is Julia Ross,Joseph H. Lewis,"Nina Foch, Dame May Whitty",Film noir,1945,Film noir
Pan-Americana,John H. Auer,"Phillip Terry, Eve Arden",Romance,1945,Romance
Pardon My Past,Leslie Fenton,"Fred MacMurray, Marguerite Chapman",Comedy,1945,Comedy
Paris Underground,Gregory Ratoff,"Constance Bennett, Gracie Fields, George Rigaud",Drama,1945,Drama
Patrick the Great,Frank Ryan,"Donald O'Connor, Peggy Ryan, Eve Arden",Comedy,1945,Comedy
Penthouse Rhythm,Edward F. Cline,"Kirby Grant, Lois Collier, Eric Blore",Comedy,1945,Comedy
The Phantom of 42nd Street,Albert Herman,"Dave O'Brien, Kay Aldridge, Alan Mowbray",Mystery,1945,Mystery
Phantom of the Plains,Lesley Selander,"Wild Bill Elliott, Alice Fleming",Western,1945,Western
The Phantom Speaks,John English,"Richard Arlen, Lynne Roberts",Horror,1945,Horror
The Picture of Dorian Gray,Albert Lewin,"George Sanders, Hurd Hatfield, Donna Reed, Peter Lawford",Suspense,1945,Suspense
Pillow of Death,Wallace Fox,"Lon Chaney Jr., Brenda Joyce",Horror,1945,Horror
Pillow to Post,Vincent Sherman,"Ida Lupino, Sydney Greenstreet",Comedy,1945,Comedy
The Power of the Whistler,Lew Landers,"Richard Dix, Janis Carter",Mystery,1945,Mystery
Prairie Rustlers,Sam Newfield,"Buster Crabbe, Evelyn Finley",Western,1945,Western
Pride of the Marines,Delmer Daves,"John Garfield, Eleanor Parker, Dane Clark",War Biography,1945,War Biography
Prison Ship,Arthur Dreifuss,"Nina Foch, Robert Lowery",War,1945,War
Pursuit to Algiers,Roy William Neill,"Basil Rathbone, Nigel Bruce",Mystery,1945,Mystery
Radio Stars on Parade,Leslie Goodwins,"Brown and Carney, Frances Langford",Comedy,1945,Comedy
Renegades of the Rio Grand,Howard Bretherton,"Rod Cameron, Jennifer Holt",Western,1945,Western
The Return of the Durango Kid,Derwin Abrahams,"Charles Starrett, Jean Stevens",Western,1945,Western
Rhapsody in Blue,Irving Rapper,"Robert Alda, Alexis Smith",Biography,1945,Biography
Rhythm Round-Up,Vernon Keays,"Ken Curtis, Cheryl Walker",Western musical,1945,Western musical
Riders of the Dawn,Oliver Drake,"Jimmy Wakely, Sarah Padden",Western,1945,Western
River Gang,Charles David,"Gloria Jean, John Qualen",Crime,1945,Crime
Road to Alcatraz,Nick Grinde,"Robert Lowery, June Storey",Crime,1945,Crime
Rockin' in the Rockies,Vernon Keays,"The Three Stooges, Mary Beth Hughes",Comedy western,1945,Comedy western
Rough Riders of Cheyenne,Thomas Carr,"Sunset Carson, Peggy Stewart",Western,1945,Western
Rough Ridin' Justice,Derwin Abrahams,"Charles Starrett, Dub Taylor",Western,1945,Western
Roughly Speaking,Michael Curtiz,"Rosalind Russell, Jack Carson","Comedy, Drama",1945,"Comedy, Drama"
"Rough, Tough and Ready",Del Lord,"Chester Morris, Victor McLaglen, Jean Rogers, Veda Ann Borg",Action,1945,Action
A Royal Scandal,Otto Preminger,"Tallulah Bankhead, Charles Coburn, Anne Baxter, Vincent Price",Comedy,1945,Comedy
Rustlers' Hideout,Sam Newfield,"Buster Crabbe, Al St. John, Patti McCarty",Western,1945,Western
Rustlers of the Badlands,Derwin Abrahams,"Charles Starrett, Carla Balenda",Western,1945,Western
Saddle Serenade,Oliver Drake,"Jimmy Wakely, Jack Ingram",Western,1945,Western
Sagebrush Heroes,Benjamin H. Kline,"Charles Starrett, Constance Worth",Western,1945,Western
"Salome, Where She Danced",Charles Lamont,"Yvonne De Carlo, Rod Cameron, Walter Slezak",Drama,1945,Drama
The Sailor Takes a Wife,Richard Whorf,"Robert Walker, June Allyson",Comedy,1945,Comedy
Salty O'Rourke,Raoul Walsh,"Alan Ladd, Gail Russell",Drama,1945,Drama
San Antonio,Robert Florey,"Errol Flynn, Alexis Smith, S.Z. Sakall",Western,1945,Western
Santa Fe Saddlemates,Thomas Carr,"Sunset Carson, Linda Stirling",Western,1945,Western
Saratoga Trunk,Sam Wood,"Gary Cooper, Ingrid Bergman, Flora Robson",Drama,1945,Drama
Scared Stiff,Frank McDonald,"Jack Haley, Ann Savage",Mystery,1945,Mystery
Scarlet Street,Fritz Lang,"Edward G. Robinson, Joan Bennett",Film noir,1945,Film noir
The Scarlet Clue,Phil Rosen,"Sidney Toler, Mantan Moreland",Mystery,1945,Mystery
Scotland Yard Investigator,George Blair,"C. Aubrey Smith, Erich von Stroheim",Crime,1945,Crime
Secrets of a Sorority Girl,Frank Wisbar,"Rick Vallin, Ray Walker",Crime,1945,Crime
See My Lawyer,Edward F. Cline,"Ole Olsen, Chic Johnson, Grace McDonald",Comedy,1945,Comedy
Senorita from the West,Frank Strayer,"Allan Jones, Bonita Granville",Western comedy,1945,Western comedy
Sensation Hunters,Christy Cabanne,"Doris Merrick, Robert Lowery",Drama,1945,Drama
Shadows of Death,Sam Newfield,"Buster Crabbe, Al St. John",Western,1945,Western
Shadow of Terror,Lew Landers,"Richard Fraser, Cy Kendall",Thriller,1945,Thriller
Shady Lady,George Waggner,"Charles Coburn, Ginny Simms",Comedy,1945,Comedy
The Shanghai Cobra,Phil Karlson,"Sidney Toler, Mantan Moreland, Joan Barclay",Mystery,1945,Mystery
Sheriff of Cimarron,Yakima Canutt,"Sunset Carson, Linda Stirling",Western,1945,Western
